,Company,TypeName,Inches,ScreenResolution,Resolution,Cpu,Gpu,GHz,RamGB,MemoryGB,Extra GB,Disk,OpSys,Price,
394,Dell,Notebook,15.6,1920,1080,Intel Core i7 7500U ,AMD Radeon R7 M445,2.7,8,256,,SSD,Linux,497,
395,HP,Ultrabook,15.6,1920,1080,AMD A9-Series 9420  ,AMD Radeon 520,3,4,256,,SSD,Windows 10,319,
396,Lenovo,Notebook,15.6,1920,1080,Intel Core i7 8550U ,AMD Radeon RX 550,1.8,8,256,,SSD,Windows 10,786,
397,Lenovo,Notebook,14,1920,1080,Intel Core i5 7200U ,Intel HD Graphics 620,2.5,8,256,,SSD,Windows 10,599,
398,Dell,Workstation,15.6,3840,2160,Intel Core i7 7700HQ ,Nvidia Quadro M1200,2.8,8,256,,SSD,Windows 10,1733,
399,Lenovo,Ultrabook,14,2560,1440,Intel Core i7 7500U ,Intel HD Graphics 620,2.7,16,1024,,SSD,Windows 10,1678,
400,Lenovo,Notebook,15.6,1366,768,Intel Celeron Dual Core N3350,Intel HD Graphics 500,1.1,4,1024,,HDD,Windows 10,195,
401,Asus,Gaming,17.3,1920,1080,Intel Core i7 7700HQ ,Nvidia GeForce GTX 1050,2.8,16,256,1024,SSD,Windows 10,977,
402,Lenovo,Notebook,15.6,1920,1080,Intel Core i5 8250U ,AMD Radeon RX 550,1.6,8,256,1024,SSD,Windows 10,731,
403,Acer,Notebook,15.6,1920,1080,Intel Core i7 7700HQ ,Nvidia GeForce GTX 1050,2.8,8,256,,SSD,Linux,561,
404,MSI,Gaming,17.3,1920,1080,Intel Core i7 7700HQ ,Nvidia GeForce GTX 1070,2.8,16,256,1024,SSD,Windows 10,1437,
405,Asus,Ultrabook,14,1920,1080,Intel Core i7 7500U ,Intel HD Graphics 620,2.7,8,512,,SSD,Windows 10,1197,
406,Toshiba,Ultrabook,13.3,1920,1080,Intel Core i7 6500U ,Intel HD Graphics 520,2.5,16,512,,SSD,Windows 10,1116,
407,Dell,Ultrabook,14,1920,1080,Intel Core i7 7600U ,Intel HD Graphics,2.8,8,512,,SSD,Windows 10,1074,
408,Lenovo,Notebook,15.6,1920,1080,Intel Core i3 6006U ,Intel HD Graphics 520,2,4,500,,HDD,Windows 10,261,
409,Lenovo,Notebook,11.6,1366,768,Intel Celeron Dual Core N3350,Intel HD Graphics 500,1.1,2,32,,Flash,Windows 10,194,
410,Lenovo,Workstation,15.6,1920,1080,Intel Core i7 7700HQ ,Nvidia Quadro M1200,2.8,8,512,,SSD,Windows 10,1230,
411,Lenovo,Ultrabook,14,2560,1440,Intel Core i7 7700HQ ,Nvidia GeForce GT 940MX,2.8,8,512,,SSD,Windows 10,1242,
412,HP,Notebook,15.6,1920,1080,Intel Core i3 6006U ,AMD Radeon 520,2,4,1024,,HDD,Windows 10,299,
413,Acer,2 in 1 Convertible,13.3,1920,1080,Intel Core i7 6500U ,Intel HD Graphics 520,2.5,8,256,,SSD,Windows 10,504,
414,Asus,2 in 1 Convertible,13.3,1920,1080,Intel Core i5 7200U ,Intel HD Graphics 620,2.5,8,256,,SSD,Windows 10,593,
415,Dell,Notebook,15.6,1920,1080,Intel Core i5 7200U ,AMD Radeon R5 M430,2.5,4,256,,SSD,Linux,382,
416,Dell,Notebook,13.3,1366,768,Intel Core i3 6006U ,Intel HD Graphics 520,2,4,128,,SSD,Windows 10,440,
417,HP,Ultrabook,14,1920,1080,Intel Core i7 6500U ,Intel HD Graphics 520,2.5,8,256,,SSD,Windows 10,959,
418,Dell,Notebook,15.6,1366,768,Intel Core i5 7200U ,Intel HD Graphics 620,2.5,8,1024,,HDD,Windows 10,345,
419,Lenovo,Ultrabook,14,1920,1080,Intel Core i7 8550U ,AMD Radeon RX 550,1.8,8,256,,SSD,Windows 10,777,
420,Lenovo,2 in 1 Convertible,15.6,3840,2160,Intel Core i7 7700HQ ,Nvidia GeForce GTX 1050,2.8,16,512,,SSD,Windows 10,1214,
421,Chuwi,Notebook,12.3,2736,1824,Intel Celeron Quad Core N3450,Intel HD Graphics 500,1.1,6,64,,Flash,Windows 10,287,
422,HP,Notebook,15.6,1920,1080,Intel Core i7 7820HQ ,Intel HD Graphics 630,2.9,8,256,,SSD,Windows 10,912,
423,Asus,Notebook,15.6,1920,1080,Intel Core i3 7100U ,Nvidia GeForce 940MX,2.4,8,1024,,HDD,Linux,381,
424,Dell,Gaming,17.3,2560,1440,Intel Core i7 7820HK ,Nvidia GeForce GTX 1070,2.9,16,256,1024,SSD,Windows 10,1789,
425,Dell,Gaming,15.6,1920,1080,Intel Core i7 7700HQ ,Nvidia GeForce GTX 1050 Ti,2.8,8,128,1024,SSD,Windows 10,741,
426,Dell,Notebook,15.6,1920,1080,Intel Core i7 8550U ,AMD Radeon 530,1.8,8,256,2048,SSD,Windows 10,730,
427,Dell,Ultrabook,14,1920,1080,Intel Core i7 7600U ,Intel HD Graphics 620,2.8,8,256,,SSD,Linux,702,
428,HP,Gaming,17.3,1920,1080,Intel Core i7 7700HQ ,Nvidia GeForce GTX 1070,2.8,12,256,1024,SSD,Windows 10,1278,
429,Mediacom,2 in 1 Convertible,11.6,1920,1080,Intel Celeron Dual Core N3350,Intel HD Graphics 500,1.1,4,32,,SSD,Windows 10,191,
430,Samsung,Netbook,11.6,1366,768,Intel Celeron Dual Core N3060,Intel HD Graphics 400,1.6,4,16,,Flash,Chrome OS,171,
431,Lenovo,Notebook,13.3,1920,1080,Intel Core i7 7500U ,Intel HD Graphics 620,2.7,8,256,,SSD,Windows 10,645,
432,Lenovo,Notebook,14,1920,1080,Intel Core i3 7130U ,Intel HD Graphics 620,2.7,4,128,,SSD,Windows 10,382,
433,Lenovo,Workstation,15.6,3840,2160,Intel Core i7 7600U ,Nvidia GeForce 940MX,2.8,16,512,,SSD,Windows 10,1563,
434,Lenovo,Notebook,15.6,1920,1080,Intel Core i7 7820HQ ,Nvidia Quadro M2200M,2.9,16,512,,SSD,Windows 10,1565,
435,Asus,Gaming,17.3,1920,1080,AMD Ryzen 1600  ,AMD Radeon RX 580,3.2,8,256,1024,SSD,Windows 10,1083,
436,HP,Notebook,15.6,1366,768,Intel Celeron Dual Core N3060,Intel HD Graphics 400,1.6,4,500,,HDD,Windows 10,221,
437,Google,Ultrabook,12.3,2400,1600,Intel Core i7 7Y75 ,Intel HD Graphics 615,1.3,16,512,,SSD,Chrome OS,1405,
438,Lenovo,Ultrabook,14,2560,1440,Intel Core i7 7500U ,Intel HD Graphics 620,2.7,24,512,,SSD,Windows 10,1522,
439,Asus,Notebook,15.6,1920,1080,Intel Core i5 7200U ,Intel HD Graphics 620,2.5,4,256,,SSD,Linux,357,
440,Lenovo,Notebook,17.3,1600,900,AMD A6-Series 9220  ,AMD Radeon R4,2.5,8,1024,,HDD,Windows 10,331,
441,Dell,Notebook,15.6,1920,1080,Intel Core i5 8250U ,AMD Radeon 530,1.6,4,256,,SSD,Windows 10,478,
442,Lenovo,Ultrabook,12.5,1920,1080,Intel Core i5 7200U ,Intel HD Graphics 620,2.5,8,256,,SSD,Windows 10,913,
443,Lenovo,Notebook,15.6,1920,1080,Intel Pentium Quad Core N4200,Intel HD Graphics 505,1.1,4,128,,SSD,Windows 10,223,
444,HP,Gaming,15.6,1920,1080,Intel Core i7 7700HQ ,Nvidia GeForce GTX 1050,2.8,8,128,1024,SSD,Windows 10,702,
445,Dell,Notebook,14,1920,1080,Intel Core i5 7440HQ ,Nvidia GeForce 930MX,2.8,8,256,,SSD,Windows 10,753,
446,Acer,Notebook,15.6,1366,768,Intel Core i5 7200U ,Intel HD Graphics 620,2.5,4,500,,HDD,Linux,282,
447,Dell,Workstation,15.6,1920,1080,Intel Xeon E3-1505M V6 ,Nvidia Quadro M620,3,8,64,+,Flash,Windows 10,1274,
448,MSI,Gaming,15.6,1920,1080,Intel Core i5 7300HQ ,Nvidia GeForce GTX 1050,2.5,8,256,,SSD,Windows 10,657,
449,Microsoft,Ultrabook,13.5,2256,1504,Intel Core i7 7660U ,Intel Iris Plus Graphics 640,2.5,16,512,,SSD,Windows 10 S,1655,
450,HP,Notebook,15.6,1366,768,Intel Core i5 7200U ,Intel HD Graphics 620,2.5,8,128,,SSD,Windows 10,376,
451,Dell,Workstation,15.6,1920,1080,Intel Core i7 6820HQ ,Nvidia Quadro M620,2.7,16,256,,SSD,Windows 10,1262,
452,HP,Workstation,15.6,1920,1080,Intel Core i7 7820HQ ,Intel HD Graphics 620,2.9,8,512,,SSD,Windows 10,980,
453,Lenovo,Notebook,14,1920,1080,Intel Core i5 7200U ,Intel HD Graphics 620,2.5,8,256,,SSD,Windows 10,859,
454,Dell,Notebook,15.6,1920,1080,Intel Core i7 8550U ,AMD Radeon 530,1.8,8,128,1024,SSD,Windows 10,625,
455,Dell,2 in 1 Convertible,11.6,1366,768,Intel Pentium Quad Core N3710,Intel HD Graphics 405,1.6,4,500,,HDD,Windows 10,306,
456,Dell,Notebook,17.3,1920,1080,Intel Core i7 7700HQ ,Nvidia GeForce GTX 1060,2.7,8,1024,,HDD,Windows 10,1308,
457,Microsoft,Ultrabook,13.5,2256,1504,Intel Core M m3-7Y30 ,Intel HD Graphics 615,2.2,4,128,,SSD,Windows 10 S,632,
458,Microsoft,Ultrabook,13.5,2256,1504,Intel Core i7 7660U ,Intel Iris Plus Graphics 640,2.5,8,256,,SSD,Windows 10 S,1150,
459,HP,Notebook,17.3,1600,900,Intel Core i3 6006U ,Intel HD Graphics 520,2,8,256,,SSD,Windows 10,409,
460,Acer,Notebook,15.6,1920,1080,Intel Core i3 6006U ,Nvidia GeForce 940MX,2,4,1024,,HDD,Windows 10,347,
461,Acer,Netbook,11.6,1366,768,Intel Celeron Dual Core N3060,Intel HD Graphics 400,1.6,4,128,,SSD,Windows 10,278,
462,Asus,Notebook,15.6,1920,1080,Intel Core i5 7200U ,Intel HD Graphics 620,2.5,8,1024,,HDD,Windows 10,478,
463,Lenovo,Notebook,14,1920,1080,Intel Core i7 7500U ,AMD Radeon R7 M460,2.7,8,512,,SSD,No OS,510,
464,Lenovo,Notebook,15.6,1920,1080,Intel Core i7 7820HQ ,Nvidia Quadro M2200M,2.9,8,256,,SSD,Windows 10,1336,
465,Asus,Notebook,15.6,1366,768,Intel Pentium Quad Core N4200,Intel HD Graphics 500,1.1,4,500,,HDD,Windows 10,194,
466,Acer,Notebook,15.6,1366,768,Intel Core i3 6006U ,Nvidia GeForce GTX 940MX,2,4,500,,HDD,Windows 10,299,
467,Dell,Notebook,15.6,1920,1080,Intel Core i5 8250U ,AMD Radeon 530,1.6,8,2048,,HDD,Windows 10,485,
468,HP,Gaming,17.3,1920,1080,Intel Core i7 7700HQ ,Nvidia GeForce GTX 1060,2.8,12,1024,,HDD,Windows 10,1086,
469,Lenovo,Ultrabook,14,2560,1440,Intel Core i7 6600U ,Intel HD Graphics 520,2.6,12,256,,SSD,Windows 10,1187,
470,HP,2 in 1 Convertible,13.3,3840,2160,Intel Core i7 8550U ,Intel UHD Graphics 620,1.8,8,512,,SSD,Windows 10,1278,
471,HP,Notebook,15.6,1920,1080,Intel Core i5 7200U ,AMD FirePro W4190M ,2.5,8,500,,HDD,Windows 10,737,
472,Google,Ultrabook,12.3,2400,1600,Intel Core i5 7Y57 ,Intel HD Graphics 615,1.2,8,128,,SSD,Chrome OS,815,
473,Dell,Ultrabook,13.3,1920,1080,Intel Core i5 8250U ,Intel UHD Graphics 620,1.6,8,256,,SSD,Windows 10,1177,
474,Asus,Notebook,15.6,3840,2160,Intel Core i7 6700HQ ,Intel HD Graphics 530,2.6,12,128,1024,SSD,Windows 10,830,
475,Dell,Notebook,14,1366,768,Intel Core i3 6100U ,Intel HD Graphics 520,2.3,8,128,,SSD,Windows 10,473,
476,Dell,Workstation,15.6,1920,1080,Intel Core i7 7700HQ ,Nvidia Quadro M1200,2.8,8,256,,SSD,Windows 10,1539,
477,Lenovo,Notebook,14,1920,1080,Intel Core i5 7200U ,Intel HD Graphics 620,2.5,8,180,,SSD,Windows 10,872,
478,Dell,Notebook,15.6,1920,1080,Intel Core i5 8250U ,AMD Radeon 520,1.6,8,1024,,HDD,Windows 10,431,
479,Toshiba,Notebook,13.3,1920,1080,Intel Core i5 7200U ,Intel HD Graphics 620,2.5,8,256,,SSD,Windows 10,1069,
480,Dell,Notebook,15.6,1920,1080,Intel Core i7 8550U ,Nvidia GeForce 940MX,1.8,8,512,,SSD,Windows 10,806,
481,Dell,Notebook,15.6,1366,768,Intel Core i3 7100U ,Intel HD Graphics 620,2.4,4,1024,,HDD,Windows 10,375,
482,HP,Notebook,13.3,1920,1080,Intel Core i5 8250U ,Intel UHD Graphics 620,1.6,4,128,,SSD,Windows 10,464,
483,Chuwi,Notebook,15.6,1920,1080,Intel Atom x5-Z8350  ,Intel HD Graphics,1.44,4,64,,Flash,Windows 10,159,
484,Lenovo,Notebook,15.6,1366,768,Intel Core i3 6006U ,Intel HD Graphics 520,2,4,128,,SSD,Windows 10,361,
485,Lenovo,Notebook,14,1920,1080,Intel Core i5 8250U ,Intel UHD Graphics 620,1.6,8,256,,SSD,Windows 10,670,
486,Dell,Workstation,15.6,1920,1080,Intel Core i7 6820HQ ,Nvidia Quadro M620,2.7,16,512,,SSD,Windows 10,1494,
487,Dell,Notebook,15.6,1920,1080,Intel Core i7 7700HQ ,Nvidia GeForce GTX 1050,2.8,16,512,,SSD,Windows 10,1214,
488,Lenovo,Ultrabook,12.5,1920,1080,Intel Core i7 7500U ,Intel HD Graphics 620,2.7,16,512,,SSD,Windows 10,1149,
489,Asus,Ultrabook,12.5,1920,1080,Intel Core i7 7500U ,Intel HD Graphics 620,2.7,16,512,,SSD,Windows 10,1246,
490,Lenovo,Notebook,15.6,1920,1080,Intel Core i5 7200U ,Nvidia GeForce 940MX,2.5,8,256,,SSD,Windows 10,647,
491,Toshiba,Ultrabook,13.3,1920,1080,Intel Core i7 7500U ,Intel HD Graphics 620,2.7,32,512,,SSD,Windows 10,1789,
492,Asus,Gaming,15.6,1920,1080,Intel Core i7 7700HQ ,Nvidia GeForce GTX 1050,2.8,8,128,1024,SSD,Windows 10,863,
493,Acer,Notebook,15.6,1366,768,AMD A10-Series 9620P  ,AMD Radeon RX 540,2.5,8,1024,,HDD,Windows 10,370,
494,Asus,Gaming,17.3,1920,1080,Intel Core i7 6700HQ ,Nvidia GeForce GTX 965M,2.6,24,256,1024,SSD,Windows 10,811,
495,Lenovo,Ultrabook,12.5,1366,768,Intel Core i5 6200U ,Intel HD Graphics 520,2.3,8,180,,SSD,Windows 10,702,
496,Lenovo,Notebook,15.6,1920,1080,Intel Core i7 8550U ,Intel UHD Graphics 620,1.8,8,256,,SSD,Windows 10,574,
497,HP,Notebook,14,1920,1080,Intel Core i7 7600U ,Intel HD Graphics 620,2.8,8,1024,,SSD,Windows 10,1118,
498,Lenovo,Notebook,13.3,1920,1080,Intel Core i3 7100U ,Intel HD Graphics 620,2.4,8,256,,SSD,Windows 10,606,
499,Lenovo,Notebook,15.6,1920,1080,Intel Core i5 7200U ,Intel HD Graphics 620,2.5,8,256,,SSD,Windows 10,582,
500,Asus,Netbook,11.6,1366,768,Intel Celeron Dual Core N3350,Intel HD Graphics 500,1.1,4,64,,Flash,Windows 10 S,217,
501,HP,Notebook,15.6,1366,768,Intel Core i5 7200U ,AMD Radeon 520,2.5,8,256,,SSD,Windows 10,395,
502,Lenovo,2 in 1 Convertible,13.9,1920,1080,Intel Core i5 8250U ,Intel UHD Graphics 620,1.6,8,256,,SSD,Windows 10,1022,
503,Lenovo,Notebook,14,1366,768,Intel Celeron Dual Core N3350,Intel HD Graphics 500,1.1,4,500,,HDD,Windows 10,191,
504,Lenovo,Netbook,11.6,1366,768,Intel Celeron Dual Core N3060,Intel HD Graphics 400,1.6,4,16,,SSD,Chrome OS,169,
505,Lenovo,Notebook,13.3,1920,1080,Intel Core i5 7200U ,Intel HD Graphics 620,2.5,8,256,,SSD,Windows 10,606,
506,Asus,Notebook,15.6,1920,1080,Intel Core i7 7500U ,Intel HD Graphics 620,2.7,8,256,1024,SSD,Windows 10,782,
507,Acer,Notebook,15.6,1920,1080,Intel Core i5 8250U ,Nvidia GeForce MX150,1.6,4,1024,,HDD,Windows 10,391,
508,HP,Ultrabook,13.3,1920,1080,Intel Core i7 7500U ,Intel HD Graphics 620,2.7,8,512,,SSD,Windows 10,845,
509,Lenovo,Gaming,15.6,1920,1080,Intel Core i7 7700HQ ,Nvidia GeForce GTX 1060,2.8,8,256,1024,SSD,No OS,734,
510,Dell,Ultrabook,13.3,1920,1080,Intel Core i5 7200U ,Intel HD Graphics 620,2.5,8,128,,SSD,Windows 10,574,
511,Acer,Notebook,15.6,1920,1080,Intel Core i7 7500U ,Nvidia GeForce 940MX,2.7,4,500,,HDD,Windows 10,408,
512,Dell,Notebook,15.6,1920,1080,Intel Core i5 7200U ,Intel HD Graphics 620,2.5,8,1024,,HDD,Windows 10,534,
513,Dell,Notebook,15.6,1920,1080,Intel Core i7 8550U ,AMD Radeon 530,1.8,16,256,2048,SSD,Windows 10,779,
514,Xiaomi,Notebook,15.6,1920,1080,Intel Core i7 8550U ,Nvidia GeForce MX150,1.8,16,256,,SSD,No OS,895,
515,Asus,Netbook,11.6,1366,768,Intel Celeron Dual Core N3350,Intel HD Graphics 500,1.1,2,32,,Flash,Windows 10,156,
516,HP,Notebook,15.6,1366,768,Intel Core i5 8250U ,Intel UHD Graphics 620,1.6,4,1024,,HDD,Windows 10,333,
517,Asus,Gaming,15.6,1920,1080,Intel Core i7 7700HQ ,Nvidia GeForce GTX1080,2.8,24,512,,SSD,Windows 10,1897,
518,HP,Notebook,15.6,1920,1080,Intel Core i5 7200U ,Nvidia GeForce 930MX,2.5,8,256,,SSD,Windows 10,568,
519,Asus,Gaming,17.3,1920,1080,Intel Core i7 7700HQ ,Nvidia GeForce GTX1050 Ti,2.8,16,256,1024,SSD,Windows 10,961,
520,Lenovo,Gaming,15.6,1920,1080,Intel Core i7 7700HQ ,Nvidia GeForce GTX 1060,2.8,8,256,1024,SSD,Windows 10,894,
521,HP,Ultrabook,13.3,1920,1080,Intel Core i7 7500U ,Intel HD Graphics 620,2.7,8,256,,SSD,Windows 10,894,
522,Dell,Notebook,14,1920,1080,Intel Core i5 7300U ,Intel HD Graphics 620,2.6,8,256,,SSD,Windows 10,818,
523,HP,Notebook,15.6,1366,768,Intel Core i3 6006U ,Intel HD Graphics 520,2,4,128,,SSD,Windows 10,440,
524,Dell,Notebook,17.3,1920,1080,Intel Core i5 8250U ,AMD Radeon 530,1.6,8,128,1024,SSD,Linux,568,
525,Lenovo,Notebook,14,1920,1080,Intel Core i5 6200U ,Intel HD Graphics 520,2.3,8,256,,SSD,Windows 7,856,
526,Lenovo,Notebook,15.6,1920,1080,Intel Core i7 7500U ,Nvidia GeForce 920MX,2.7,4,1024,,HDD,Windows 10,510,
527,Lenovo,Notebook,15.6,1366,768,Intel Core i3 6006U ,Nvidia GeForce 920MX ,2,8,2048,,HDD,No OS,293,
528,Dell,Notebook,15.6,1920,1080,Intel Core i5 7200U ,AMD Radeon R5 M430,2.5,4,500,,HDD,Windows 10,374,
529,Dell,Notebook,15.6,1920,1080,Intel Core i5 7440HQ ,Intel HD Graphics 620,2.8,8,256,,SSD,Windows 10,880,
530,Dell,Gaming,17.3,1920,1080,Intel Core i7 7700HQ ,Nvidia GeForce GTX 1070,2.8,16,128,1024,SSD,Windows 10,1926,
531,Toshiba,Notebook,15.6,1920,1080,Intel Core i5 7200U ,Intel HD Graphics 620,2.5,8,500,,HDD,Windows 10,549,
532,Asus,Notebook,15.6,3840,2160,Intel Core i7 7500U ,Nvidia GeForce GTX 960M,2.7,8,256,1024,SSD,Windows 10,830,
533,Mediacom,Notebook,13.3,1920,1080,Intel Celeron Quad Core N3450,Intel HD Graphics 500,1.1,4,32,,SSD,Windows 10,235,
534,Asus,Gaming,15.6,1920,1080,Intel Core i5 7300HQ ,Nvidia GeForce GTX 1060,2.5,8,128,1024,SSD,Windows 10,1054,
535,Dell,Notebook,15.6,1920,1080,Intel Core i7 7600U ,Nvidia GeForce 930MX,2.8,8,256,,SSD,Windows 10,875,
536,Dell,Notebook,15.6,1920,1080,Intel Core i5 8250U ,AMD Radeon 530,1.6,8,256,,SSD,Windows 10,509,
537,HP,Notebook,15.6,1920,1080,Intel Pentium Quad Core N3710,Intel HD Graphics 405,1.6,4,256,,SSD,Windows 10,255,
538,HP,Gaming,17.3,1920,1080,Intel Core i7 7700HQ ,Nvidia GeForce GTX 1060,2.8,12,1024,,HDD,Windows 10,1150,
539,Lenovo,Notebook,14,1920,1080,Intel Core i7 7500U ,Nvidia GeForce 940MX,2.7,8,256,,SSD,Windows 10,549,
540,Dell,Ultrabook,13.3,3200,1800,Intel Core i7 8550U ,Intel UHD Graphics 620,1.8,8,256,,SSD,Windows 10,894,
541,Dell,Notebook,14,1920,1080,Intel Core i3 6006U ,Intel HD Graphics 520,2,4,128,,SSD,Windows 10,470,
542,HP,Ultrabook,13.3,3200,1800,Intel Core i7 7500U ,Intel HD Graphics 620,2.7,8,256,,SSD,Windows 10,732,
543,Acer,Gaming,15.6,1920,1080,Intel Core i5 7300HQ ,Nvidia GeForce GTX 1050,2.5,8,1024,,HDD,Linux,510,
544,Asus,Notebook,15.6,1366,768,AMD E-Series 7110  ,AMD Radeon R2 Graphics,1.8,4,500,,HDD,Windows 10,223,
545,HP,Notebook,15.6,1920,1080,Intel Core i3 7100U ,Intel HD Graphics 620,2.4,4,128,,SSD,Windows 10,451,
546,Lenovo,Notebook,14,1920,1080,Intel Core i5 7200U ,Intel HD Graphics 620,2.5,4,500,,HDD,Windows 10,501,
547,Lenovo,Notebook,15.6,1920,1080,Intel Core i5 6200U ,Intel HD Graphics 520,2.3,4,1024,,HDD,No OS,295,
548,HP,Notebook,15.6,1920,1080,Intel Core i3 6006U ,Intel HD Graphics 520,2,4,500,,HDD,Windows 10,253,
549,Lenovo,Notebook,15.6,1920,1080,Intel Core i7 7500U ,Intel HD Graphics 620,2.7,8,512,,SSD,Windows 10,1105,
550,Lenovo,Notebook,15.6,1920,1080,Intel Core i3 6006U ,Intel HD Graphics 520,2,4,128,,SSD,Windows 10,319,
551,Dell,Notebook,15.6,1920,1080,Intel Core i5 7200U ,Intel HD Graphics 620,2.5,8,256,,SSD,Windows 10,714,
552,Dell,Gaming,17.3,1920,1080,Intel Core i7 7700HQ ,Nvidia GeForce GTX 1070,2.8,16,256,1024,SSD,Windows 10,1725,
553,HP,Notebook,17.3,1600,900,Intel Core i3 6006U ,Intel HD Graphics 520,2,8,1024,,HDD,Windows 10,347,
554,HP,Notebook,17.3,1920,1080,Intel Core i7 7500U ,Nvidia GeForce 930MX,2.7,8,1024,,HDD,Windows 10,818,
555,Asus,Notebook,15.6,1366,768,Intel Celeron Dual Core N3350,Intel HD Graphics 500,1.1,4,500,,HDD,Linux,143,
556,Mediacom,Notebook,13.3,1920,1080,Intel Atom x5-Z8350  ,Intel HD Graphics,1.44,4,32,,Flash,Windows 10,163,
557,Lenovo,Notebook,17.3,1600,900,Intel Core i7 7500U ,Nvidia GeForce 940MX,2.7,6,128,1024,SSD,Windows 10,606,
558,HP,Notebook,15.6,1920,1080,AMD A10-Series A10-9620P  ,AMD Radeon 530,2.5,6,128,,SSD,Windows 10,363,
559,Dell,Notebook,15.6,1366,768,Intel Core i3 6006U ,AMD Radeon R5 M420,2,4,1024,,HDD,Windows 10,395,
560,Acer,2 in 1 Convertible,11.6,1920,1080,Intel Celeron Dual Core N3350,Intel HD Graphics 500,2,4,32,,Flash,Windows 10,223,
561,Lenovo,Notebook,15.6,1920,1080,Intel Core i3 7130U ,Intel HD Graphics 620,2.7,4,128,,SSD,Windows 10,402,
562,HP,Ultrabook,13.3,3200,1800,Intel Core M 6Y75 ,Intel HD Graphics 515,1.2,16,512,,SSD,Windows 10,1256,
563,Lenovo,Notebook,17.3,1920,1080,Intel Core i7 7700HQ ,Nvidia Quadro M620M,2.8,8,256,,SSD,Windows 10,1917,
564,Asus,Notebook,15.6,1920,1080,Intel Core i5 7300HQ ,Nvidia GeForce GTX 1050,2.5,8,128,1024,SSD,Windows 10,536,
565,Dell,Ultrabook,13.3,3840,2160,Intel Core i5 8250U ,Intel UHD Graphics 620,1.6,8,128,,SSD,Windows 10,1022,
566,Dell,Notebook,15.6,1366,768,Intel Core i5 7300U ,Intel HD Graphics 620,2.6,4,500,,HDD,Windows 10,613,
567,Fujitsu,Notebook,15.6,1366,768,Intel Core i5 7200U ,Intel HD Graphics 620,2.5,8,1024,,HDD,Windows 10,472,
568,Lenovo,Notebook,15.6,1920,1080,Intel Pentium Quad Core N4200,Intel HD Graphics 505,1.1,4,500,,HDD,Windows 10,219,
569,Lenovo,Notebook,14,1366,768,Intel Core i5 7200U ,Intel HD Graphics 620,2.5,4,500,,HDD,Windows 10,632,
570,HP,Workstation,17.3,1600,900,Intel Core i5 7440HQ ,Nvidia Quadro M1200,2.8,8,500,,HDD,Windows 10,1189,
571,HP,Notebook,14,1366,768,Intel Pentium Quad Core N3710,Intel HD Graphics 405,1.6,8,2048,,HDD,Windows 10,248,
572,HP,Notebook,15.6,1920,1080,AMD A9-Series A9-9420  ,AMD Radeon 530,3,6,256,,SSD,Windows 10,414,
573,Lenovo,Notebook,15.6,1920,1080,Intel Core i5 7200U ,Intel HD Graphics 620,2.5,8,256,,SSD,Windows 10,530,
574,Lenovo,Notebook,15.6,1920,1080,Intel Core i5 8250U ,Intel HD Graphics 620,1.6,4,500,,HDD,Windows 10,437,
575,Mediacom,Notebook,14,1920,1080,Intel Atom x5-Z8350  ,Intel HD Graphics,1.44,4,32,,SSD,Windows 10,159,
576,Toshiba,Ultrabook,14,1920,1080,Intel Core i7 7500U ,Intel HD Graphics 620,2.7,16,512,,SSD,Windows 10,1192,
577,Lenovo,Gaming,17.3,1920,1080,Intel Core i7 6820HK ,Nvidia GeForce GTX 1070,2.7,32,256,1024,SSD,Windows 10,1702,
578,MSI,Gaming,17.3,1920,1080,Intel Core i7 7820HK ,Nvidia GeForce GTX 1070,2.9,16,512,1024,SSD,Windows 10,1744,
579,Dell,Notebook,15.6,1920,1080,Intel Core i7 7500U ,AMD Radeon R5 M430,2.7,8,256,,SSD,Linux,478,
580,Mediacom,Notebook,14,1920,1080,Intel Celeron Quad Core N3450,Intel HD Graphics 500,1.1,4,32,,SSD,Windows 10,248,
581,Dell,Notebook,15.6,1366,768,Intel Core i5 7300U ,Intel HD Graphics 620,2.6,8,500,,HDD,Windows 10,644,
582,HP,Notebook,13.3,1920,1080,Intel Core i3 7100U ,Intel HD Graphics 620,2.4,4,128,,SSD,Windows 10,459,
583,Dell,Notebook,15.6,1920,1080,Intel Core i7 7600U ,Nvidia GeForce 930MX,2.8,16,256,,SSD,Windows 10,982,
584,Dell,Netbook,11.6,1366,768,Intel Celeron Dual Core N3060,Intel HD Graphics 400,1.6,4,16,,Flash,Chrome OS,188,
585,MSI,Gaming,17.3,1920,1080,Intel Core i7 6820HK ,Nvidia GeForce GTX 980M,2.7,16,128,1024,SSD,Windows 10,1501,
586,HP,Gaming,17.3,1920,1080,Intel Core i7 7700HQ ,Nvidia GeForce GTX 1050,2.8,16,256,1024,SSD,Windows 10,957,
587,Lenovo,Ultrabook,14,1920,1080,Intel Core i7 6600U ,Intel HD Graphics 520,2.6,12,256,,SSD,Windows 10,1069,
588,Lenovo,Notebook,15.6,1366,768,Intel Core i7 8550U ,Intel HD Graphics 620,1.8,12,1024,,HDD,Windows 10,389,
589,Asus,Gaming,17.3,1920,1080,Intel Core i5 7300HQ ,Nvidia GeForce GTX 1060,2.5,8,128,1024,SSD,Windows 10,1131,
